,type,ms,x,y,color,rot,wEndms,x2,y2
577,0,169476,2,2,1,0,-2,-1,-1
578,0,169476,2,1,0,0,-2,-1,-1
579,1,180143,0,1,0,90,-2,-1,-1
580,0,172809,1,2,1,180,-2,-1,-1
581,0,172809,1,1,0,180,-2,-1,-1
582,1,180143,1,1,1,90,-2,-1,-1
583,0,180143,1,2,1,90,-2,-1,-1
584,1,173476,2,3,2,0,-2,-1,-1
585,1,173476,2,2,2,0,-2,-1,-1
586,1,173476,2,1,2,0,-2,-1,-1
587,1,173476,2,0,2,0,-2,-1,-1
588,1,173476,1,0,2,0,-2,-1,-1
589,1,173476,1,1,2,0,-2,-1,-1
590,1,173476,1,2,2,0,-2,-1,-1
591,1,173476,1,3,2,0,-2,-1,-1
592,0,174142,2,2,2,0,-2,-1,-1
593,0,174142,2,1,2,0,-2,-1,-1
594,0,174142,2,0,2,0,-2,-1,-1
595,0,174142,1,0,2,0,-2,-1,-1
596,0,174142,1,1,2,0,-2,-1,-1
597,0,174142,1,2,2,0,-2,-1,-1
598,0,174142,1,3,2,0,-2,-1,-1
599,0,176143,1,2,1,-180,-2,-1,-1
600,0,176143,1,1,0,-180,-2,-1,-1
601,0,177476,1,2,1,90,-2,-1,-1
602,1,177476,1,1,1,90,-2,-1,-1
603,0,178809,1,1,0,-90,-2,-1,-1
604,1,178809,1,2,0,-90,-2,-1,-1
605,1,182809,1,2,0,-90,-2,-1,-1
606,0,187143,1,2,1,0,-2,-1,-1
607,0,186809,1,1,0,0,-2,-1,-1
608,0,182809,1,1,0,-90,-2,-1,-1
609,0,193476,2,3,3,-180,-317,2,3
610,1,182809,0,2,1,-90,-2,-1,-1
611,0,182809,0,1,1,-90,-2,-1,-1
612,0,184143,1,3,1,0,-2,-1,-1
613,0,184143,1,2,0,0,-2,-1,-1
614,0,180476,2,3,3,0,567,0,2
615,0,186143,0,3,1,-135,-2,-1,-1
616,0,183143,2,0,3,0,805,0,1
617,0,192143,1,1,0,-90,-2,-1,-1
618,0,192143,0,2,1,90,-2,-1,-1
619,0,191476,0,1,0,-180,-2,-1,-1
620,0,197809,1,2,1,90,-2,-1,-1
621,0,209476,1,1,1,0,-2,-1,-1
622,0,194809,2,0,3,-180,434,0,0
623,0,191476,0,2,1,-180,-2,-1,-1
624,0,190809,2,1,0,0,-2,-1,-1
625,0,190809,2,2,1,0,-2,-1,-1
626,0,194143,0,1,0,-180,-2,-1,-1
627,0,194143,0,2,1,-180,-2,-1,-1
628,0,193476,1,1,0,0,-2,-1,-1
629,0,193476,1,2,1,0,-2,-1,-1
630,0,194809,2,3,3,-180,434,0,3
631,0,195143,0,2,1,-180,-2,-1,-1
632,0,204809,1,1,0,-90,-2,-1,-1
633,1,207308,1,3,1,0,-2,-1,-1
634,0,185809,1,1,0,0,-2,-1,-1
635,0,185476,1,2,1,0,-2,-1,-1
636,1,196975,1,1,1,90,-2,-1,-1
637,1,202809,0,1,0,0,-2,-1,-1
638,0,187476,0,0,0,135,-2,-1,-1
639,0,188143,1,2,1,0,-2,-1,-1
640,0,188476,1,1,0,0,-2,-1,-1
641,0,188809,0,2,1,-180,-2,-1,-1
642,0,188809,0,1,0,-180,-2,-1,-1
643,0,189143,1,3,2,-180,-2,-1,-1
644,0,189143,1,2,2,-180,-2,-1,-1
645,0,189143,1,0,2,-180,-2,-1,-1
646,0,189143,1,1,2,-180,-2,-1,-1
647,0,189476,2,2,1,0,-2,-1,-1
648,0,189476,2,1,0,0,-2,-1,-1
649,0,189809,0,1,1,-180,-2,-1,-1
650,0,190143,0,2,0,-180,-2,-1,-1
651,0,192809,0,1,1,-90,-2,-1,-1
652,0,192809,1,2,0,90,-2,-1,-1
653,0,193476,2,0,3,-180,-317,2,0
654,0,194143,2,3,3,-180,349,1,3
655,0,194975,1,1,0,0,-2,-1,-1
656,0,194809,1,2,1,0,-2,-1,-1
657,0,194143,2,0,3,-180,-460,1,0
658,1,202642,0,0,0,0,-2,-1,-1
659,0,202308,2,3,1,0,-2,-1,-1
660,1,201975,0,1,1,-180,-2,-1,-1
661,1,201809,0,2,1,-180,-2,-1,-1
662,0,199809,2,1,0,0,-2,-1,-1
663,0,199476,0,1,0,-180,-2,-1,-1
664,0,199476,1,2,1,0,-2,-1,-1
665,0,199143,0,2,1,-180,-2,-1,-1
666,0,201476,0,2,1,-180,-2,-1,-1
667,0,201143,1,1,0,0,-2,-1,-1
668,0,201143,1,2,1,0,-2,-1,-1
669,0,204476,0,2,1,90,-2,-1,-1
670,0,204143,1,1,0,-180,-2,-1,-1
671,0,203975,1,2,1,-180,-2,-1,-1
672,0,203642,2,1,0,0,-2,-1,-1
673,0,203642,2,2,1,0,-2,-1,-1
674,1,203308,0,2,1,0,-2,-1,-1
675,1,203143,0,3,1,0,-2,-1,-1
676,1,209143,1,1,1,90,-2,-1,-1
677,0,207143,1,3,1,0,-2,-1,-1
678,1,206809,1,2,0,-90,-2,-1,-1
679,0,206809,1,1,0,-90,-2,-1,-1
680,0,209143,1,2,1,90,-2,-1,-1
681,0,206476,0,2,1,-180,-2,-1,-1
682,0,205308,1,2,0,90,-2,-1,-1
683,0,205143,0,1,1,-90,-2,-1,-1
684,0,206143,1,1,0,0,-2,-1,-1
685,0,205809,1,2,1,0,-2,-1,-1
686,0,208642,0,2,0,-180,-2,-1,-1
687,0,208476,0,3,1,-180,-2,-1,-1
688,0,228143,1,1,0,-90,-2,-1,-1
689,0,196975,1,2,1,90,-2,-1,-1
690,1,207975,1,2,0,0,-2,-1,-1
691,0,216641,2,3,3,-180,856,1,3
692,0,207809,1,2,0,0,-2,-1,-1
693,0,214809,0,2,0,-180,-2,-1,-1
694,0,216143,2,0,3,-180,355,2,0
695,0,197476,1,2,0,90,-2,-1,-1
696,0,215809,2,3,3,-180,-144,2,3
697,0,217143,0,2,1,-180,-2,-1,-1
698,0,209476,2,3,3,-180,548,0,2
699,0,207143,2,0,3,-180,809,0,1
700,0,210809,1,0,0,-180,-2,-1,-1
701,0,210809,1,1,1,-180,-2,-1,-1
702,0,214143,2,1,0,0,-2,-1,-1
703,0,212143,1,1,0,0,-2,-1,-1
704,1,212143,2,1,0,0,-2,-1,-1
705,0,217143,0,1,0,-180,-2,-1,-1
706,1,212143,2,2,1,0,-2,-1,-1
707,0,212143,1,2,1,0,-2,-1,-1
708,0,214143,2,2,1,0,-2,-1,-1
709,1,213476,0,2,1,0,-2,-1,-1
710,1,213308,0,1,1,0,-2,-1,-1
711,1,213143,0,2,1,0,-2,-1,-1
712,0,216641,1,1,0,0,-2,-1,-1
713,0,197308,1,1,0,-90,-2,-1,-1
714,0,199143,1,1,0,0,-2,-1,-1
715,0,196642,1,2,0,90,-2,-1,-1
716,0,196476,1,1,0,-90,-2,-1,-1
717,0,196143,1,1,1,-90,-2,-1,-1
718,0,218810,2,0,3,-180,359,0,0
719,1,226810,1,0,1,90,-2,-1,-1
720,0,195975,1,2,1,90,-2,-1,-1
721,0,218143,2,3,3,-180,952,0,3
722,0,217143,2,0,3,-180,1095,0,0
723,1,226810,1,1,1,90,-2,-1,-1
724,0,197975,1,1,1,-90,-2,-1,-1
725,0,200809,0,1,0,-180,-2,-1,-1
726,0,200476,0,2,1,-180,-2,-1,-1
727,0,198308,1,1,0,-90,-2,-1,-1
728,1,198308,1,2,0,-90,-2,-1,-1
729,0,198642,1,2,1,0,-2,-1,-1
730,0,198809,0,1,0,-180,-2,-1,-1
731,0,209476,1,0,0,0,-2,-1,-1
732,0,214809,0,1,1,-180,-2,-1,-1
733,0,215809,0,2,1,-90,-2,-1,-1
734,0,216641,1,2,1,0,-2,-1,-1
735,0,215809,1,2,0,-90,-2,-1,-1
736,0,216143,1,1,0,90,-2,-1,-1
737,0,216143,0,1,1,90,-2,-1,-1
738,0,219476,2,3,3,0,359,0,3
739,0,220143,0,2,1,0,-2,-1,-1
740,0,220143,0,1,0,0,-2,-1,-1
741,1,220143,1,1,0,0,-2,-1,-1
742,1,220143,2,1,0,0,-2,-1,-1
743,0,226810,1,2,1,90,-2,-1,-1
744,1,220143,2,2,1,0,-2,-1,-1
745,1,220143,1,2,1,0,-2,-1,-1
746,0,221476,1,2,1,0,-2,-1,-1
747,0,222810,1,1,0,0,-2,-1,-1
748,0,224143,0,3,1,-135,-2,-1,-1
749,0,225476,0,0,0,135,-2,-1,-1
750,1,228143,1,2,0,-90,-2,-1,-1
751,1,228143,1,3,0,-90,-2,-1,-1
752,0,230143,0,2,1,0,-2,-1,-1
753,1,230143,1,2,1,0,-2,-1,-1
754,1,230143,2,2,1,0,-2,-1,-1
755,1,230143,2,1,0,0,-2,-1,-1
756,1,230143,1,1,0,0,-2,-1,-1
757,0,230143,0,1,0,0,-2,-1,-1
